,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh_shooting,SoT,SoT%,G/Sh,G/SoT,Dist,FK_shooting,PK,PKatt_shooting,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report,SoTA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt_keeper,PKA,PKsv,PKm,Cmp_keeper,Att_keeper,Cmp%_keeper,Att_keeper,Thr,Launch%,AvgLen,Att_keeper,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Cmp_passing,Att_passing,Cmp%_passing,TotDist_passing,PrgDist_passing,Cmp_passing,Att_passing,Cmp%_passing,Cmp_passing,Att_passing,Cmp%_passing,Cmp_passing,Att_passing,Cmp%_passing,Ast,xA,KP,1/3_passing,PPA,CrsPA,Prog_passing,Att_passing_types,Live_passing_types,Dead,FK_passing_types,TB,Press_passing_types,Sw,Crs_passing_types,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp_passing_types,Off_passing_types,Out,Int_passing_types,Blocks_passing_types,SCA,PassLive,PassDead,Drib,Sh_gca,Fld_gca,Def,GCA,PassLive,PassDead,Drib,Sh_gca,Fld_gca,Def,Tkl,TklW_defense,Def 3rd_defense,Mid 3rd_defense,Att 3rd_defense,Tkl,Att_defense,Tkl%,Past,Press_defense,Succ_defense,%,Def 3rd_defense,Mid 3rd_defense,Att 3rd_defense,Blocks_defense,Sh_defense,ShSv,Pass,Int_defense,Tkl+Int,Clr,Err,Poss,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Succ_possession,Att_possession,Succ%,#Pl,Megs,Carries,TotDist_possession,PrgDist_possession,Prog_possession,1/3_possession,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_possession,CrdY,CrdR,2CrdY,Fls,Fld_misc,Off_misc,Crs_misc,Int_misc,TklW_misc,PKwon,PKcon,OG,Recov,Won,Lost,Won%,team
20,2017-11-29,20:00,Premier League,Matchweek 14,Wed,Home,W,2,1,Southampton,2,27.0,12.0,44.4,0.07,0.17,22.2,1.0,0,0,1.9,1.9,0.07,0.1,0.1,Match Report,2.0,1.0,50.0,0.0,0.9,-0.1,0,0,0,0,0.0,1.0,0.0,18.0,6.0,5.6,24.9,3.0,0.0,23.3,3.0,0.0,0.0,4.0,26.3,703.0,820.0,85.7,11519.0,3227.0,358.0,387.0,92.5,272.0,316.0,86.1,54.0,79.0,68.4,1,1.6,21.0,60.0,15.0,1.0,57.0,820.0,769.0,51.0,11.0,0.0,91.0,12.0,16.0,6.0,1.0,2.0,0.0,687.0,68.0,65.0,167.0,578.0,29.0,29.0,6.0,703.0,1.0,9.0,27.0,13.0,45.0,32.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,3.0,8.0,6.0,8.0,19.0,42.1,11.0,136.0,61.0,44.9,28.0,62.0,46.0,7.0,2.0,0.0,5.0,14.0,,14.0,0.0,73.0,944.0,31.0,143.0,533.0,345.0,37.0,896.0,13.0,27.0,48.1,15.0,0.0,681.0,3439.0,2131.0,110.0,36.0,7.0,14.0,16.0,796.0,703.0,88.3,57.0,1,0,0,13.0,13.0,1.0,16.0,14.0,11.0,0.0,0.0,0,120.0,18.0,20.0,47.4,ManchesterCity
21,2017-12-03,16:00,Premier League,Matchweek 15,Sun,Home,W,2,1,West Ham,2,25.0,8.0,32.0,0.08,0.25,19.0,1.0,0,0,2.5,2.5,0.1,-0.5,-0.5,Match Report,4.0,3.0,75.0,0.0,0.6,-0.4,0,0,0,0,5.0,7.0,71.4,22.0,4.0,22.7,29.2,6.0,33.3,41.8,7.0,0.0,0.0,2.0,21.3,682.0,786.0,86.8,12289.0,3528.0,289.0,321.0,90.0,310.0,336.0,92.3,66.0,97.0,68.0,2,2.2,21.0,64.0,21.0,1.0,66.0,786.0,738.0,48.0,10.0,2.0,75.0,22.0,21.0,10.0,0.0,6.0,0.0,663.0,56.0,67.0,284.0,458.0,8.0,20.0,7.0,682.0,1.0,13.0,21.0,11.0,44.0,38.0,2.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,9.0,11.0,3.0,6.0,26.0,23.1,20.0,166.0,57.0,34.3,38.0,80.0,48.0,12.0,3.0,0.0,9.0,8.0,,20.0,0.0,76.0,909.0,44.0,134.0,397.0,434.0,49.0,861.0,14.0,18.0,77.8,15.0,0.0,658.0,3253.0,2000.0,107.0,29.0,10.0,13.0,19.0,752.0,682.0,90.7,66.0,2,0,0,6.0,7.0,2.0,21.0,8.0,12.0,0.0,0.0,0,109.0,13.0,18.0,41.9,ManchesterCity
22,2017-12-06,21:45,Champions Lg,Group stage,Wed,Away,L,1,2,ua Shakhtar,1,10.0,2.0,20.0,0.0,0.0,,,1,1,,,,,,Match Report,6.0,4.0,66.7,0.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,7.0,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,10.0,10.0,2.0,18.0,7.0,10.0,1.0,0.0,0,,,,,ManchesterCity
23,2017-12-10,16:30,Premier League,Matchweek 16,Sun,Away,W,2,1,Manchester Utd,2,14.0,7.0,50.0,0.14,0.29,17.2,0.0,0,0,2.1,2.1,0.15,-0.1,-0.1,Match Report,5.0,4.0,80.0,0.0,1.4,0.4,0,0,0,0,3.0,14.0,21.4,31.0,3.0,32.3,32.0,6.0,66.7,53.5,4.0,0.0,0.0,1.0,18.8,523.0,622.0,84.1,8769.0,2749.0,268.0,292.0,91.8,202.0,231.0,87.4,46.0,76.0,60.5,0,0.7,9.0,27.0,11.0,0.0,40.0,622.0,566.0,56.0,20.0,0.0,99.0,7.0,1.0,8.0,0.0,4.0,0.0,480.0,80.0,62.0,203.0,370.0,14.0,20.0,5.0,523.0,0.0,10.0,18.0,17.0,20.0,17.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,11.0,10.0,9.0,3.0,6.0,19.0,31.6,13.0,144.0,37.0,25.7,29.0,82.0,33.0,9.0,2.0,0.0,7.0,11.0,,27.0,2.0,64.0,748.0,52.0,184.0,405.0,222.0,46.0,696.0,14.0,20.0,70.0,14.0,3.0,478.0,3046.0,1961.0,79.0,27.0,9.0,11.0,13.0,594.0,523.0,88.0,40.0,2,0,0,15.0,18.0,0.0,1.0,11.0,11.0,0.0,0.0,0,87.0,19.0,14.0,57.6,ManchesterCity
24,2017-12-13,19:45,Premier League,Matchweek 17,Wed,Away,W,4,0,Swansea City,4,23.0,10.0,43.5,0.17,0.4,15.1,2.0,0,0,2.8,2.8,0.12,1.2,1.2,Match Report,2.0,2.0,100.0,1.0,0.2,0.2,0,0,0,0,4.0,8.0,50.0,31.0,1.0,19.4,25.6,3.0,66.7,44.7,6.0,1.0,16.7,0.0,10.8,793.0,866.0,91.6,12714.0,3687.0,430.0,452.0,95.1,285.0,306.0,93.1,60.0,80.0,75.0,3,2.5,16.0,58.0,13.0,4.0,57.0,866.0,822.0,44.0,13.0,0.0,84.0,9.0,16.0,5.0,0.0,3.0,0.0,730.0,82.0,54.0,315.0,495.0,20.0,22.0,7.0,793.0,1.0,9.0,19.0,8.0,37.0,30.0,2.0,0.0,1.0,4.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,17.0,9.0,10.0,4.0,3.0,8.0,24.0,33.3,16.0,124.0,37.0,29.8,31.0,58.0,35.0,6.0,3.0,0.0,3.0,7.0,,20.0,0.0,78.0,980.0,55.0,214.0,540.0,294.0,41.0,937.0,14.0,19.0,73.7,15.0,1.0,786.0,4112.0,2344.0,116.0,30.0,12.0,10.0,13.0,858.0,793.0,92.4,57.0,0,0,0,11.0,11.0,1.0,16.0,7.0,9.0,0.0,0.0,0,80.0,13.0,9.0,59.1,ManchesterCity
25,2017-12-16,17:30,Premier League,Matchweek 18,Sat,Home,W,4,1,Tottenham,4,20.0,11.0,55.0,0.2,0.36,15.3,0.0,0,1,4.4,3.5,0.18,-0.4,0.5,Match Report,2.0,1.0,50.0,0.0,0.9,-0.1,0,0,0,0,12.0,19.0,63.2,32.0,5.0,43.8,40.0,7.0,71.4,46.0,5.0,1.0,20.0,0.0,10.4,387.0,479.0,80.8,7659.0,2637.0,179.0,203.0,88.2,132.0,154.0,85.7,72.0,103.0,69.9,3,1.8,14.0,31.0,10.0,4.0,31.0,479.0,426.0,53.0,21.0,3.0,73.0,17.0,11.0,5.0,0.0,3.0,1.0,345.0,57.0,77.0,165.0,268.0,20.0,18.0,5.0,387.0,4.0,9.0,23.0,16.0,34.0,24.0,3.0,2.0,3.0,2.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,20.0,14.0,8.0,11.0,1.0,7.0,18.0,38.9,11.0,153.0,43.0,28.1,42.0,71.0,40.0,16.0,1.0,0.0,15.0,17.0,,6.0,0.0,52.0,607.0,57.0,180.0,295.0,167.0,31.0,555.0,10.0,14.0,71.4,10.0,2.0,407.0,1885.0,1056.0,50.0,14.0,10.0,12.0,15.0,459.0,387.0,84.3,31.0,2,0,0,14.0,19.0,4.0,11.0,17.0,14.0,1.0,0.0,0,90.0,3.0,7.0,30.0,ManchesterCity
26,2017-12-19,19:45,EFL Cup,Quarter-finals,Tue,Away,D,1 (4),1 (3),Leicester City,1,12.0,7.0,58.3,0.08,0.14,,,0,0,,,,,,Match Report,4.0,4.0,100.0,0.0,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,14.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,15.0,19.0,3.0,11.0,14.0,15.0,0.0,1.0,0,,,,,ManchesterCity
27,2017-12-23,15:00,Premier League,Matchweek 19,Sat,Home,W,4,0,Bournemouth,4,14.0,5.0,35.7,0.29,0.8,19.5,0.0,0,0,1.8,1.8,0.13,2.2,2.2,Match Report,1.0,1.0,100.0,1.0,0.4,0.4,0,0,0,0,5.0,7.0,71.4,22.0,4.0,27.3,28.1,1.0,100.0,52.0,4.0,0.0,0.0,1.0,18.3,847.0,935.0,90.6,14517.0,3451.0,415.0,437.0,95.0,336.0,359.0,93.6,78.0,108.0,72.2,4,1.7,10.0,66.0,13.0,1.0,46.0,935.0,899.0,36.0,9.0,4.0,71.0,19.0,13.0,4.0,0.0,2.0,0.0,797.0,56.0,82.0,270.0,619.0,17.0,21.0,4.0,847.0,3.0,6.0,8.0,21.0,22.0,20.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,7.0,7.0,4.0,9.0,17.0,52.9,8.0,92.0,30.0,32.6,28.0,42.0,22.0,8.0,2.0,0.0,6.0,11.0,,24.0,0.0,78.0,1038.0,45.0,168.0,657.0,262.0,30.0,1004.0,9.0,22.0,40.9,11.0,0.0,859.0,3769.0,2082.0,93.0,20.0,5.0,9.0,7.0,921.0,847.0,92.0,46.0,0,0,0,12.0,8.0,4.0,13.0,11.0,13.0,0.0,0.0,0,84.0,14.0,12.0,53.8,ManchesterCity
28,2017-12-27,19:45,Premier League,Matchweek 20,Wed,Away,W,1,0,Newcastle Utd,1,21.0,6.0,28.6,0.05,0.17,16.8,0.0,0,0,1.8,1.8,0.09,-0.8,-0.8,Match Report,1.0,1.0,100.0,1.0,0.1,0.1,0,0,0,0,4.0,7.0,57.1,23.0,3.0,21.7,29.8,3.0,66.7,57.3,3.0,0.0,0.0,2.0,23.3,763.0,852.0,89.6,13590.0,3396.0,348.0,370.0,94.1,337.0,360.0,93.6,71.0,104.0,68.3,1,1.3,17.0,80.0,12.0,3.0,51.0,852.0,806.0,46.0,14.0,1.0,94.0,12.0,12.0,8.0,3.0,2.0,3.0,643.0,124.0,85.0,135.0,666.0,16.0,20.0,6.0,763.0,2.0,8.0,5.0,11.0,36.0,26.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,4.0,6.0,6.0,5.0,14.0,35.7,9.0,94.0,37.0,39.4,29.0,38.0,27.0,16.0,2.0,1.0,14.0,4.0,,23.0,0.0,77.0,969.0,32.0,169.0,555.0,320.0,26.0,926.0,13.0,21.0,61.9,14.0,0.0,677.0,4143.0,2392.0,133.0,37.0,4.0,14.0,6.0,825.0,763.0,92.5,51.0,0,0,0,9.0,10.0,5.0,12.0,4.0,10.0,0.0,0.0,0,91.0,17.0,22.0,43.6,ManchesterCity
29,2017-12-31,12:00,Premier League,Matchweek 21,Sun,Away,D,0,0,Crystal Palace,0,15.0,4.0,26.7,0.0,0.0,20.8,4.0,0,0,1.0,1.0,0.07,-1.0,-1.0,Match Report,0.0,0.0,,1.0,0.3,0.3,2,0,1,1,3.0,4.0,75.0,21.0,7.0,14.3,27.2,6.0,16.7,32.7,3.0,0.0,0.0,2.0,14.7,572.0,654.0,87.5,11417.0,3218.0,204.0,235.0,86.8,280.0,299.0,93.6,82.0,106.0,77.4,0,0.5,8.0,48.0,12.0,2.0,47.0,654.0,607.0,47.0,14.0,0.0,68.0,14.0,23.0,8.0,1.0,5.0,0.0,527.0,54.0,73.0,184.0,426.0,15.0,18.0,8.0,572.0,2.0,5.0,16.0,14.0,26.0,17.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,6.0,5.0,4.0,4.0,25.0,16.0,21.0,122.0,36.0,29.5,55.0,40.0,27.0,16.0,5.0,0.0,11.0,6.0,,39.0,1.0,74.0,804.0,54.0,232.0,352.0,272.0,32.0,757.0,19.0,31.0,61.3,21.0,0.0,582.0,3235.0,2041.0,74.0,16.0,2.0,20.0,11.0,629.0,572.0,90.9,47.0,4,0,0,12.0,16.0,2.0,23.0,6.0,11.0,0.0,1.0,0,91.0,18.0,13.0,58.1,ManchesterCity
30,2018-01-02,20:00,Premier League,Matchweek 22,Tue,Home,W,3,1,Watford,2,18.0,7.0,38.9,0.11,0.29,14.3,2.0,0,0,3.0,3.0,0.17,-1.0,-1.0,Match Report,4.0,3.0,75.0,0.0,1.3,0.3,0,0,0,0,4.0,6.0,66.7,29.0,2.0,17.2,26.6,8.0,12.5,36.4,2.0,1.0,50.0,1.0,26.3,805.0,888.0,90.7,13517.0,3894.0,419.0,442.0,94.8,309.0,335.0,92.2,67.0,91.0,73.6,1,2.2,13.0,59.0,15.0,3.0,51.0,888.0,837.0,51.0,12.0,1.0,103.0,18.0,20.0,8.0,0.0,4.0,0.0,734.0,76.0,78.0,279.0,572.0,9.0,21.0,2.0,805.0,1.0,9.0,24.0,10.0,32.0,25.0,2.0,1.0,2.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,20.0,12.0,7.0,7.0,6.0,9.0,17.0,52.9,8.0,132.0,40.0,30.3,28.0,64.0,40.0,10.0,1.0,0.0,9.0,6.0,,14.0,0.0,76.0,1013.0,58.0,213.0,585.0,276.0,41.0,962.0,8.0,16.0,50.0,9.0,3.0,714.0,3562.0,2034.0,78.0,21.0,9.0,13.0,24.0,880.0,805.0,91.5,51.0,1,0,0,8.0,13.0,1.0,20.0,6.0,12.0,0.0,0.0,0,86.0,7.0,5.0,58.3,ManchesterCity
31,2018-01-06,15:00,FA Cup,Third round,Sat,Home,W,4,1,Burnley,4,20.0,5.0,25.0,0.2,0.8,,,0,0,,,,,,Match Report,2.0,1.0,50.0,0.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,5.0,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,8.0,11.0,3.0,19.0,5.0,11.0,,,0,,,,,ManchesterCity
32,2018-01-09,19:45,EFL Cup,Semi-finals,Tue,Home,W,2,1,Bristol City,2,26.0,6.0,23.1,0.08,0.33,,,0,0,,,,,,Match Report,2.0,2.0,100.0,0.0,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,7.0,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8.0,7.0,0.0,36.0,7.0,7.0,0.0,1.0,0,,,,,ManchesterCity
33,2018-01-14,16:00,Premier League,Matchweek 23,Sun,Away,L,3,4,Liverpool,3,11.0,4.0,36.4,0.27,0.75,18.6,0.0,0,0,1.0,1.0,0.1,2.0,2.0,Match Report,7.0,3.0,42.9,0.0,1.9,-2.1,0,0,0,0,10.0,14.0,71.4,43.0,12.0,20.9,24.2,9.0,55.6,51.7,6.0,1.0,16.7,3.0,16.5,593.0,701.0,84.6,11303.0,3454.0,245.0,268.0,91.4,269.0,306.0,87.9,72.0,103.0,69.9,2,0.7,10.0,24.0,8.0,2.0,40.0,701.0,648.0,53.0,13.0,0.0,43.0,18.0,9.0,6.0,0.0,3.0,0.0,541.0,89.0,71.0,135.0,501.0,21.0,20.0,14.0,593.0,3.0,10.0,22.0,18.0,21.0,16.0,1.0,2.0,2.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,30.0,15.0,13.0,15.0,2.0,6.0,19.0,31.6,13.0,173.0,61.0,35.3,61.0,80.0,32.0,8.0,5.0,0.0,3.0,17.0,,18.0,2.0,64.0,845.0,96.0,320.0,427.0,160.0,16.0,793.0,12.0,20.0,60.0,12.0,2.0,616.0,2950.0,1811.0,45.0,22.0,1.0,18.0,22.0,660.0,593.0,89.8,40.0,3,0,0,10.0,13.0,3.0,9.0,17.0,15.0,0.0,0.0,0,106.0,17.0,10.0,63.0,ManchesterCity
34,2018-01-20,17:30,Premier League,Matchweek 24,Sat,Home,W,3,1,Newcastle Utd,3,20.0,8.0,40.0,0.1,0.25,17.8,1.0,1,1,2.2,1.5,0.07,0.8,0.5,Match Report,4.0,3.0,75.0,0.0,1.4,0.4,0,0,0,0,2.0,5.0,40.0,25.0,4.0,16.0,25.8,1.0,100.0,76.0,2.0,0.0,0.0,1.0,14.6,755.0,871.0,86.7,14084.0,3691.0,315.0,347.0,90.8,332.0,364.0,91.2,101.0,136.0,74.3,2,1.3,17.0,80.0,27.0,2.0,70.0,871.0,819.0,52.0,9.0,0.0,167.0,21.0,19.0,19.0,0.0,9.0,4.0,675.0,65.0,131.0,306.0,503.0,21.0,21.0,7.0,755.0,4.0,8.0,4.0,17.0,39.0,29.0,3.0,3.0,2.0,2.0,0.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,22.0,13.0,8.0,10.0,4.0,8.0,19.0,42.1,11.0,107.0,55.0,51.4,41.0,37.0,29.0,10.0,0.0,0.0,10.0,4.0,,5.0,2.0,79.0,974.0,59.0,166.0,461.0,409.0,49.0,922.0,15.0,23.0,65.2,17.0,0.0,697.0,3674.0,2033.0,97.0,31.0,9.0,10.0,15.0,840.0,755.0,89.9,76.0,0,0,0,6.0,11.0,4.0,19.0,4.0,13.0,1.0,0.0,0,114.0,14.0,15.0,48.3,ManchesterCity
35,2018-01-23,19:45,EFL Cup,Semi-finals,Tue,Away,W,3,2,Bristol City,3,28.0,6.0,21.4,0.11,0.5,,,0,0,,,,,,Match Report,4.0,2.0,50.0,0.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,11.0,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,9.0,6.0,3.0,21.0,11.0,3.0,0.0,0.0,0,,,,,ManchesterCity
36,2018-01-28,16:00,FA Cup,Fourth round,Sun,Away,W,2,0,Cardiff City,2,17.0,7.0,41.2,0.12,0.29,,,0,0,,,,,,Match Report,2.0,2.0,100.0,1.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,7.0,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,12.0,13.0,3.0,9.0,7.0,10.0,,,0,,,,,ManchesterCity
37,2018-01-31,20:00,Premier League,Matchweek 25,Wed,Home,W,3,0,West Brom,3,19.0,10.0,52.6,0.16,0.3,18.6,2.0,0,0,2.9,2.9,0.16,0.1,0.1,Match Report,1.0,1.0,100.0,1.0,0.0,0.0,0,0,0,0,4.0,4.0,100.0,23.0,3.0,13.0,26.5,1.0,100.0,62.0,0.0,0.0,,0.0,16.4,638.0,734.0,86.9,11333.0,3084.0,307.0,330.0,93.0,252.0,282.0,89.4,71.0,103.0,68.9,3,2.5,13.0,54.0,19.0,1.0,59.0,734.0,697.0,37.0,8.0,1.0,42.0,16.0,17.0,9.0,2.0,0.0,0.0,587.0,68.0,79.0,293.0,385.0,23.0,18.0,5.0,638.0,0.0,10.0,27.0,15.0,34.0,28.0,0.0,2.0,1.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,4.0,12.0,3.0,7.0,12.0,58.3,5.0,84.0,42.0,50.0,7.0,50.0,27.0,5.0,1.0,0.0,4.0,13.0,,10.0,0.0,73.0,841.0,25.0,144.0,442.0,307.0,48.0,802.0,5.0,13.0,38.5,7.0,2.0,620.0,3167.0,1953.0,86.0,21.0,12.0,10.0,12.0,718.0,638.0,88.9,59.0,1,0,0,12.0,19.0,0.0,17.0,13.0,12.0,0.0,0.0,0,98.0,13.0,10.0,56.5,ManchesterCity
38,2018-02-03,12:30,Premier League,Matchweek 26,Sat,Away,D,1,1,Burnley,1,20.0,7.0,35.0,0.05,0.14,17.8,1.0,0,0,2.9,2.9,0.15,-1.9,-1.9,Match Report,3.0,1.0,66.7,0.0,1.4,0.4,0,0,0,0,7.0,18.0,38.9,39.0,2.0,23.1,30.9,12.0,75.0,58.9,6.0,0.0,0.0,2.0,25.0,619.0,717.0,86.3,12059.0,3332.0,241.0,263.0,91.6,301.0,330.0,91.2,76.0,107.0,71.0,1,2.3,14.0,44.0,14.0,0.0,47.0,717.0,661.0,56.0,9.0,0.0,40.0,17.0,10.0,13.0,1.0,1.0,0.0,531.0,92.0,94.0,161.0,507.0,19.0,20.0,5.0,619.0,2.0,6.0,22.0,13.0,28.0,22.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,7.0,7.0,8.0,0.0,3.0,6.0,50.0,3.0,111.0,31.0,27.9,35.0,54.0,22.0,12.0,1.0,0.0,11.0,14.0,,35.0,0.0,70.0,850.0,82.0,295.0,323.0,276.0,51.0,794.0,3.0,9.0,33.3,6.0,0.0,616.0,3114.0,1794.0,80.0,15.0,14.0,11.0,9.0,715.0,619.0,86.6,47.0,1,0,0,4.0,11.0,0.0,10.0,14.0,7.0,0.0,0.0,0,76.0,20.0,19.0,51.3,ManchesterCity
39,2018-02-10,17:30,Premier League,Matchweek 27,Sat,Home,W,5,1,Leicester City,5,18.0,10.0,55.6,0.28,0.5,15.8,0.0,0,0,2.5,2.5,0.14,2.5,2.5,Match Report,2.0,1.0,50.0,0.0,0.8,-0.2,0,0,0,0,3.0,6.0,50.0,20.0,2.0,30.0,35.6,1.0,0.0,39.0,3.0,2.0,66.7,2.0,20.0,631.0,719.0,87.8,11655.0,3420.0,295.0,322.0,91.6,240.0,265.0,90.6,87.0,108.0,80.6,4,2.0,16.0,54.0,17.0,2.0,59.0,719.0,670.0,49.0,14.0,1.0,67.0,17.0,17.0,8.0,0.0,1.0,0.0,584.0,61.0,74.0,233.0,444.0,8.0,24.0,5.0,631.0,1.0,6.0,27.0,11.0,33.0,24.0,3.0,2.0,1.0,0.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,16.0,13.0,3.0,9.0,4.0,2.0,15.0,13.3,13.0,73.0,28.0,38.4,16.0,30.0,27.0,8.0,1.0,0.0,7.0,22.0,,32.0,0.0,70.0,859.0,24.0,146.0,470.0,310.0,42.0,812.0,20.0,25.0,80.0,21.0,0.0,669.0,3042.0,1854.0,94.0,24.0,14.0,14.0,17.0,709.0,631.0,89.0,59.0,2,0,0,11.0,16.0,1.0,17.0,22.0,13.0,0.0,0.0,0,78.0,15.0,19.0,44.1,ManchesterCity
40,2018-02-13,20:45,Champions Lg,Round of 16,Tue,Away,W,4,0,ch Basel,4,12.0,7.0,58.3,0.33,0.57,,,0,0,,,,,,Match Report,3.0,3.0,100.0,1.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,14.0,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,6.0,9.0,3.0,12.0,14.0,16.0,0.0,0.0,0,,,,,ManchesterCity
41,2018-02-19,19:55,FA Cup,Fifth round,Mon,Away,L,0,1,Wigan Athletic,0,29.0,5.0,17.2,0.0,0.0,,,0,0,,,,,,Match Report,2.0,1.0,50.0,0.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,4.0,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,6.0,10.0,2.0,43.0,4.0,8.0,,,0,,,,,ManchesterCity
42,2018-02-25,16:30,EFL Cup,Final,Sun,Away,W,3,0,Arsenal,3,12.0,3.0,25.0,0.25,1.0,,,0,0,,,,,,Match Report,2.0,2.0,100.0,1.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,13.0,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,10.0,13.0,2.0,14.0,13.0,10.0,0.0,0.0,0,,,,,ManchesterCity
